unit_id,month,cohort,treat_month,ever_treated,currently_treated,relative_time,outcome
U025,7,late,17.0,1,0,-10.0,73.71
U025,8,late,17.0,1,0,-9.0,73.35
U025,9,late,17.0,1,0,-8.0,77.59
U025,10,late,17.0,1,0,-7.0,72.57
U025,11,late,17.0,1,0,-6.0,76.22
U025,12,late,17.0,1,0,-5.0,78.3
U025,13,late,17.0,1,0,-4.0,76.02
U025,14,late,17.0,1,0,-3.0,76.14
U025,15,late,17.0,1,0,-2.0,76.49
U025,16,late,17.0,1,0,-1.0,79.81
U025,17,late,17.0,1,1,0.0,79.41
U025,18,late,17.0,1,1,1.0,82.79
U025,19,late,17.0,1,1,2.0,81.95
U025,20,late,17.0,1,1,3.0,83.48
U025,21,late,17.0,1,1,4.0,84.27
U025,22,late,17.0,1,1,5.0,83.12
U025,23,late,17.0,1,1,6.0,85.97
U025,24,late,17.0,1,1,7.0,84.13
U026,1,late,17.0,1,0,-16.0,71.17
U026,2,late,17.0,1,0,-15.0,72.56
U026,3,late,17.0,1,0,-14.0,73.36
U026,4,late,17.0,1,0,-13.0,73.41
U026,5,late,17.0,1,0,-12.0,70.56
U026,6,late,17.0,1,0,-11.0,73.75
U026,7,late,17.0,1,0,-10.0,74.27
U026,8,late,17.0,1,0,-9.0,72.08
U026,9,late,17.0,1,0,-8.0,76.39
U026,10,late,17.0,1,0,-7.0,75.34
U026,11,late,17.0,1,0,-6.0,76.22
U026,12,late,17.0,1,0,-5.0,76.86
U026,13,late,17.0,1,0,-4.0,77.59
U026,14,late,17.0,1,0,-3.0,78.74
U026,15,late,17.0,1,0,-2.0,78.82
U026,16,late,17.0,1,0,-1.0,76.82
U026,17,late,17.0,1,1,0.0,78.43
U026,18,late,17.0,1,1,1.0,80.44
U026,19,late,17.0,1,1,2.0,80.31
U026,20,late,17.0,1,1,3.0,79.38
U026,21,late,17.0,1,1,4.0,82.53
U026,22,late,17.0,1,1,5.0,86.73
U026,23,late,17.0,1,1,6.0,83.12
U026,24,late,17.0,1,1,7.0,85.84
U027,1,late,17.0,1,0,-16.0,74.28
U027,2,late,17.0,1,0,-15.0,72.6
U027,3,late,17.0,1,0,-14.0,72.7
U027,4,late,17.0,1,0,-13.0,73.65
U027,5,late,17.0,1,0,-12.0,71.76
U027,6,late,17.0,1,0,-11.0,76.68
U027,7,late,17.0,1,0,-10.0,76.05
U027,8,late,17.0,1,0,-9.0,75.39
U027,9,late,17.0,1,0,-8.0,74.33
U027,10,late,17.0,1,0,-7.0,75.51
U027,11,late,17.0,1,0,-6.0,75.51
U027,12,late,17.0,1,0,-5.0,75.63
U027,13,late,17.0,1,0,-4.0,76.2
U027,14,late,17.0,1,0,-3.0,73.77
U027,15,late,17.0,1,0,-2.0,75.93
U027,16,late,17.0,1,0,-1.0,76.29
U027,17,late,17.0,1,1,0.0,79.17
U027,18,late,17.0,1,1,1.0,77.89
U027,19,late,17.0,1,1,2.0,79.68
U027,20,late,17.0,1,1,3.0,78.62
U027,21,late,17.0,1,1,4.0,82.29
U027,22,late,17.0,1,1,5.0,82.15
U027,23,late,17.0,1,1,6.0,84.58
U027,24,late,17.0,1,1,7.0,87.63
U028,1,late,17.0,1,0,-16.0,70.35
U028,2,late,17.0,1,0,-15.0,70.18
U028,3,late,17.0,1,0,-14.0,71.7
U028,4,late,17.0,1,0,-13.0,72.82
U028,5,late,17.0,1,0,-12.0,70.87
U028,6,late,17.0,1,0,-11.0,71.38
U028,7,late,17.0,1,0,-10.0,72.84
U028,8,late,17.0,1,0,-9.0,72.3
U028,9,late,17.0,1,0,-8.0,73.06
U028,10,late,17.0,1,0,-7.0,72.43
U028,11,late,17.0,1,0,-6.0,75.02
U028,12,late,17.0,1,0,-5.0,76.2
U028,13,late,17.0,1,0,-4.0,75.31
U028,14,late,17.0,1,0,-3.0,75.99
U028,15,late,17.0,1,0,-2.0,76.08
U028,16,late,17.0,1,0,-1.0,78.11
U028,17,late,17.0,1,1,0.0,75.12
U028,18,late,17.0,1,1,1.0,78.49
U028,19,late,17.0,1,1,2.0,79.29
U028,20,late,17.0,1,1,3.0,80.62
U028,21,late,17.0,1,1,4.0,81.0
U028,22,late,17.0,1,1,5.0,82.06
U028,23,late,17.0,1,1,6.0,82.33
U028,24,late,17.0,1,1,7.0,80.67
U029,1,late,17.0,1,0,-16.0,70.73
U029,2,late,17.0,1,0,-15.0,70.83
U029,3,late,17.0,1,0,-14.0,69.67
U029,4,late,17.0,1,0,-13.0,67.69
U029,5,late,17.0,1,0,-12.0,69.74
U029,6,late,17.0,1,0,-11.0,69.67
U029,7,late,17.0,1,0,-10.0,72.95
U029,8,late,17.0,1,0,-9.0,70.12
U029,9,late,17.0,1,0,-8.0,70.29
U029,10,late,17.0,1,0,-7.0,69.28
U029,11,late,17.0,1,0,-6.0,71.93
U029,12,late,17.0,1,0,-5.0,73.08
U029,13,late,17.0,1,0,-4.0,73.19
U029,14,late,17.0,1,0,-3.0,72.87
U029,15,late,17.0,1,0,-2.0,74.77
U029,16,late,17.0,1,0,-1.0,74.06
U029,17,late,17.0,1,1,0.0,73.24
U029,18,late,17.0,1,1,1.0,75.59
U029,19,late,17.0,1,1,2.0,75.98
U029,20,late,17.0,1,1,3.0,79.39
U029,21,late,17.0,1,1,4.0,80.11
U029,22,late,17.0,1,1,5.0,80.43
U029,23,late,17.0,1,1,6.0,80.07
U029,24,late,17.0,1,1,7.0,80.8
U030,1,late,17.0,1,0,-16.0,69.98
U030,2,late,17.0,1,0,-15.0,72.89
U030,3,late,17.0,1,0,-14.0,72.83
U030,4,late,17.0,1,0,-13.0,69.73
U030,5,late,17.0,1,0,-12.0,71.77
U030,6,late,17.0,1,0,-11.0,74.28
U030,7,late,17.0,1,0,-10.0,74.84
U030,8,late,17.0,1,0,-9.0,73.37
U030,9,late,17.0,1,0,-8.0,73.17
U030,10,late,17.0,1,0,-7.0,75.69
U030,11,late,17.0,1,0,-6.0,75.85
U030,12,late,17.0,1,0,-5.0,73.61
U030,13,late,17.0,1,0,-4.0,75.29
U030,14,late,17.0,1,0,-3.0,74.05
U030,15,late,17.0,1,0,-2.0,75.25
U030,16,late,17.0,1,0,-1.0,76.25
U030,17,late,17.0,1,1,0.0,79.48
U030,18,late,17.0,1,1,1.0,77.15
U030,19,late,17.0,1,1,2.0,80.77
U030,20,late,17.0,1,1,3.0,77.93
U030,21,late,17.0,1,1,4.0,81.59
U030,22,late,17.0,1,1,5.0,83.62
U030,23,late,17.0,1,1,6.0,81.16
U030,24,late,17.0,1,1,7.0,84.49
U031,1,late,17.0,1,0,-16.0,69.99
U031,2,late,17.0,1,0,-15.0,71.13
U031,3,late,17.0,1,0,-14.0,74.05
U031,4,late,17.0,1,0,-13.0,72.43
U031,5,late,17.0,1,0,-12.0,74.28
U031,6,late,17.0,1,0,-11.0,71.74
U031,7,late,17.0,1,0,-10.0,73.97
U031,8,late,17.0,1,0,-9.0,72.37
U031,9,late,17.0,1,0,-8.0,76.2
U031,10,late,17.0,1,0,-7.0,74.73
U031,11,late,17.0,1,0,-6.0,73.39
U031,12,late,17.0,1,0,-5.0,76.41
U031,13,late,17.0,1,0,-4.0,76.82
U031,14,late,17.0,1,0,-3.0,75.43
U031,15,late,17.0,1,0,-2.0,75.21
U031,16,late,17.0,1,0,-1.0,78.99
U031,17,late,17.0,1,1,0.0,77.69
U031,18,late,17.0,1,1,1.0,80.67
U031,19,late,17.0,1,1,2.0,79.0
U031,20,late,17.0,1,1,3.0,81.78
U031,21,late,17.0,1,1,4.0,83.24
U031,22,late,17.0,1,1,5.0,84.31
U031,23,late,17.0,1,1,6.0,82.95
U031,24,late,17.0,1,1,7.0,85.13
U032,1,late,17.0,1,0,-16.0,73.74
U032,2,late,17.0,1,0,-15.0,74.18
U032,3,late,17.0,1,0,-14.0,76.01
U032,4,late,17.0,1,0,-13.0,75.31
U032,5,late,17.0,1,0,-12.0,75.44
U032,6,late,17.0,1,0,-11.0,74.45
U032,7,late,17.0,1,0,-10.0,74.64
U032,8,late,17.0,1,0,-9.0,78.24
U032,9,late,17.0,1,0,-8.0,75.23
U032,10,late,17.0,1,0,-7.0,75.44
U032,11,late,17.0,1,0,-6.0,75.34
U032,12,late,17.0,1,0,-5.0,78.79
U032,13,late,17.0,1,0,-4.0,78.89
U032,14,late,17.0,1,0,-3.0,77.37
U032,15,late,17.0,1,0,-2.0,78.26
U032,16,late,17.0,1,0,-1.0,76.48
U032,17,late,17.0,1,1,0.0,77.87
U032,18,late,17.0,1,1,1.0,80.78
U032,19,late,17.0,1,1,2.0,81.24
U032,20,late,17.0,1,1,3.0,81.2
U032,21,late,17.0,1,1,4.0,80.48
U032,22,late,17.0,1,1,5.0,85.38
U032,23,late,17.0,1,1,6.0,83.42
U032,24,late,17.0,1,1,7.0,87.1
U033,1,late,17.0,1,0,-16.0,74.18
U033,2,late,17.0,1,0,-15.0,73.82
U033,3,late,17.0,1,0,-14.0,72.77
U033,4,late,17.0,1,0,-13.0,74.3
U033,5,late,17.0,1,0,-12.0,74.41
U033,6,late,17.0,1,0,-11.0,75.57
U033,7,late,17.0,1,0,-10.0,73.69
U033,8,late,17.0,1,0,-9.0,74.76
U033,9,late,17.0,1,0,-8.0,73.96
U033,10,late,17.0,1,0,-7.0,76.15
U033,11,late,17.0,1,0,-6.0,73.96
U033,12,late,17.0,1,0,-5.0,78.29
U033,13,late,17.0,1,0,-4.0,75.27
U033,14,late,17.0,1,0,-3.0,75.31
U033,15,late,17.0,1,0,-2.0,76.94
U033,16,late,17.0,1,0,-1.0,76.89
U033,17,late,17.0,1,1,0.0,78.96
U033,18,late,17.0,1,1,1.0,81.33
U033,19,late,17.0,1,1,2.0,80.73
U033,20,late,17.0,1,1,3.0,81.83
U033,21,late,17.0,1,1,4.0,83.51
U033,22,late,17.0,1,1,5.0,85.6
U033,23,late,17.0,1,1,6.0,84.75
U033,24,late,17.0,1,1,7.0,85.58
U034,1,late,17.0,1,0,-16.0,66.33
U034,2,late,17.0,1,0,-15.0,67.06
U034,3,late,17.0,1,0,-14.0,64.98
U034,4,late,17.0,1,0,-13.0,64.74
U034,5,late,17.0,1,0,-12.0,66.79
U034,6,late,17.0,1,0,-11.0,65.81
U034,7,late,17.0,1,0,-10.0,67.96
U034,8,late,17.0,1,0,-9.0,69.36
U034,9,late,17.0,1,0,-8.0,67.87
U034,10,late,17.0,1,0,-7.0,70.09
U034,11,late,17.0,1,0,-6.0,68.64
U034,12,late,17.0,1,0,-5.0,68.85
U034,13,late,17.0,1,0,-4.0,71.05
U034,14,late,17.0,1,0,-3.0,72.67
U034,15,late,17.0,1,0,-2.0,71.66
U034,16,late,17.0,1,0,-1.0,70.92
U034,17,late,17.0,1,1,0.0,72.39
U034,18,late,17.0,1,1,1.0,70.1
U034,19,late,17.0,1,1,2.0,72.46
U034,20,late,17.0,1,1,3.0,74.79
U034,21,late,17.0,1,1,4.0,76.52
U034,22,late,17.0,1,1,5.0,77.67
U034,23,late,17.0,1,1,6.0,77.85
U034,24,late,17.0,1,1,7.0,80.6
U035,1,late,17.0,1,0,-16.0,73.2
U035,2,late,17.0,1,0,-15.0,73.24
U035,3,late,17.0,1,0,-14.0,74.45
U035,4,late,17.0,1,0,-13.0,73.56
U035,5,late,17.0,1,0,-12.0,72.66
U035,6,late,17.0,1,0,-11.0,74.44
U035,7,late,17.0,1,0,-10.0,75.32
U035,8,late,17.0,1,0,-9.0,74.41
U035,9,late,17.0,1,0,-8.0,76.01
U035,10,late,17.0,1,0,-7.0,74.4
U035,11,late,17.0,1,0,-6.0,75.73
U035,12,late,17.0,1,0,-5.0,77.11
U035,13,late,17.0,1,0,-4.0,78.69
U035,14,late,17.0,1,0,-3.0,76.97
U035,15,late,17.0,1,0,-2.0,78.34
U035,16,late,17.0,1,0,-1.0,78.08
U035,17,late,17.0,1,1,0.0,79.48
U035,18,late,17.0,1,1,1.0,79.51
U035,19,late,17.0,1,1,2.0,79.98
U035,20,late,17.0,1,1,3.0,79.49
U035,21,late,17.0,1,1,4.0,81.2
U035,22,late,17.0,1,1,5.0,86.55
U035,23,late,17.0,1,1,6.0,83.85
U035,24,late,17.0,1,1,7.0,86.72
U036,1,late,17.0,1,0,-16.0,74.5
U036,2,late,17.0,1,0,-15.0,75.75
U036,3,late,17.0,1,0,-14.0,73.7
U036,4,late,17.0,1,0,-13.0,73.15
U036,5,late,17.0,1,0,-12.0,77.37
U036,6,late,17.0,1,0,-11.0,76.39
U036,7,late,17.0,1,0,-10.0,77.17
U036,8,late,17.0,1,0,-9.0,75.76
U036,9,late,17.0,1,0,-8.0,77.6
U036,10,late,17.0,1,0,-7.0,74.78
U036,11,late,17.0,1,0,-6.0,76.2
U036,12,late,17.0,1,0,-5.0,76.99
U036,13,late,17.0,1,0,-4.0,78.94
U036,14,late,17.0,1,0,-3.0,79.69
U036,15,late,17.0,1,0,-2.0,79.25
U036,16,late,17.0,1,0,-1.0,79.34
U036,17,late,17.0,1,1,0.0,80.65
U036,18,late,17.0,1,1,1.0,82.25
U036,19,late,17.0,1,1,2.0,82.07
U036,20,late,17.0,1,1,3.0,84.51
U036,21,late,17.0,1,1,4.0,83.01
U036,22,late,17.0,1,1,5.0,82.68
U036,23,late,17.0,1,1,6.0,87.37
U036,24,late,17.0,1,1,7.0,86.43
U037,1,never,,0,0,,72.96
U037,2,never,,0,0,,74.74
U037,3,never,,0,0,,71.07
U037,4,never,,0,0,,70.79
U037,5,never,,0,0,,74.63
U037,6,never,,0,0,,72.55
U037,7,never,,0,0,,74.03
U037,8,never,,0,0,,73.17
U037,9,never,,0,0,,76.55
U037,10,never,,0,0,,75.91
U037,11,never,,0,0,,76.17
U037,12,never,,0,0,,75.55
U037,13,never,,0,0,,75.74
U037,14,never,,0,0,,77.41
U037,15,never,,0,0,,79.16
U037,16,never,,0,0,,77.59
U037,17,never,,0,0,,78.43
U037,18,never,,0,0,,78.21
U037,19,never,,0,0,,78.71
U037,20,never,,0,0,,81.27
U037,21,never,,0,0,,80.64
U037,22,never,,0,0,,78.84
U037,23,never,,0,0,,82.74
U037,24,never,,0,0,,81.11
U038,1,never,,0,0,,72.65
U038,2,never,,0,0,,73.05
U038,3,never,,0,0,,73.43
U038,4,never,,0,0,,72.32
U038,5,never,,0,0,,72.11
U038,6,never,,0,0,,73.04
U038,7,never,,0,0,,71.97
U038,8,never,,0,0,,71.39
U038,9,never,,0,0,,74.72
U038,10,never,,0,0,,70.92
U038,11,never,,0,0,,73.2
U038,12,never,,0,0,,76.11
U038,13,never,,0,0,,75.03
U038,14,never,,0,0,,75.97
U038,15,never,,0,0,,75.4
U038,16,never,,0,0,,76.03
U038,17,never,,0,0,,76.84
U038,18,never,,0,0,,75.15
U038,19,never,,0,0,,77.29
U038,20,never,,0,0,,76.44
U038,21,never,,0,0,,81.66
U038,22,never,,0,0,,78.57
U038,23,never,,0,0,,80.02
U038,24,never,,0,0,,78.23
U039,1,never,,0,0,,73.56
U039,2,never,,0,0,,72.94
U039,3,never,,0,0,,74.74
U039,4,never,,0,0,,73.55
U039,5,never,,0,0,,74.67
U039,6,never,,0,0,,73.67
U039,7,never,,0,0,,75.13
U039,8,never,,0,0,,75.31
U039,9,never,,0,0,,76.24
U039,10,never,,0,0,,73.79
U039,11,never,,0,0,,75.79
U039,12,never,,0,0,,74.95
U039,13,never,,0,0,,76.73
U039,14,never,,0,0,,77.62
U039,15,never,,0,0,,77.49
U039,16,never,,0,0,,78.08
U039,17,never,,0,0,,79.1
U039,18,never,,0,0,,76.78
U039,19,never,,0,0,,77.38
U039,20,never,,0,0,,78.47
U039,21,never,,0,0,,81.39
U039,22,never,,0,0,,77.66
U039,23,never,,0,0,,79.76
U039,24,never,,0,0,,79.93
U040,1,never,,0,0,,74.55
U040,2,never,,0,0,,72.71
U040,3,never,,0,0,,72.88
U040,4,never,,0,0,,73.02
U040,5,never,,0,0,,75.31
U040,6,never,,0,0,,76.59
U040,7,never,,0,0,,73.55
U040,8,never,,0,0,,75.31
U040,9,never,,0,0,,76.47
U040,10,never,,0,0,,76.64
U040,11,never,,0,0,,76.43
U040,12,never,,0,0,,76.17
U040,13,never,,0,0,,76.6
U040,14,never,,0,0,,78.1
U040,15,never,,0,0,,79.32
U040,16,never,,0,0,,79.08
U040,17,never,,0,0,,74.59
U040,18,never,,0,0,,78.11
U040,19,never,,0,0,,78.08
U040,20,never,,0,0,,79.42
U040,21,never,,0,0,,80.28
U040,22,never,,0,0,,80.36
U040,23,never,,0,0,,80.82
U040,24,never,,0,0,,82.99
U041,1,never,,0,0,,69.51
U041,2,never,,0,0,,69.83
U041,3,never,,0,0,,70.77
U041,4,never,,0,0,,70.12
U041,5,never,,0,0,,74.47
U041,6,never,,0,0,,70.03
U041,7,never,,0,0,,74.34
U041,8,never,,0,0,,72.68
U041,9,never,,0,0,,73.48
U041,10,never,,0,0,,74.5
U041,11,never,,0,0,,74.26
U041,12,never,,0,0,,74.83
U041,13,never,,0,0,,73.27
U041,14,never,,0,0,,73.81
U041,15,never,,0,0,,72.84
U041,16,never,,0,0,,75.65
U041,17,never,,0,0,,75.15
U041,18,never,,0,0,,74.04
U041,19,never,,0,0,,76.75
U041,20,never,,0,0,,77.19
U041,21,never,,0,0,,78.1
U041,22,never,,0,0,,78.89
U041,23,never,,0,0,,79.53
U041,24,never,,0,0,,77.84
U042,1,never,,0,0,,73.12
U042,2,never,,0,0,,74.08
U042,3,never,,0,0,,74.3
U042,4,never,,0,0,,75.15
U042,5,never,,0,0,,74.92
U042,6,never,,0,0,,76.26
U042,7,never,,0,0,,72.2
U042,8,never,,0,0,,75.61
U042,9,never,,0,0,,78.46
U042,10,never,,0,0,,79.24
U042,11,never,,0,0,,79.7
U042,12,never,,0,0,,75.37
U042,13,never,,0,0,,76.21
U042,14,never,,0,0,,79.24
U042,15,never,,0,0,,78.4
U042,16,never,,0,0,,77.8
U042,17,never,,0,0,,78.89
U042,18,never,,0,0,,78.94
U042,19,never,,0,0,,79.33
U042,20,never,,0,0,,79.05
U042,21,never,,0,0,,80.6
U042,22,never,,0,0,,79.83
U042,23,never,,0,0,,80.27
U042,24,never,,0,0,,82.61
U043,1,never,,0,0,,72.34
U043,2,never,,0,0,,75.31
U043,3,never,,0,0,,73.27
U043,4,never,,0,0,,74.21
U043,5,never,,0,0,,74.79
U043,6,never,,0,0,,75.28
U043,7,never,,0,0,,77.92
U043,8,never,,0,0,,76.07
U043,9,never,,0,0,,77.31
U043,10,never,,0,0,,77.63
U043,11,never,,0,0,,76.61
U043,12,never,,0,0,,76.67
U043,13,never,,0,0,,77.72
U043,14,never,,0,0,,76.77
U043,15,never,,0,0,,80.5
U043,16,never,,0,0,,81.09
U043,17,never,,0,0,,79.38
U043,18,never,,0,0,,79.01
U043,19,never,,0,0,,79.08
U043,20,never,,0,0,,82.28
U043,21,never,,0,0,,80.28
U043,22,never,,0,0,,81.59
U043,23,never,,0,0,,83.29
U043,24,never,,0,0,,84.88
U044,1,never,,0,0,,70.96
U044,2,never,,0,0,,69.85
U044,3,never,,0,0,,67.96
U044,4,never,,0,0,,69.56
U044,5,never,,0,0,,69.92
U044,6,never,,0,0,,72.59
U044,7,never,,0,0,,68.61
U044,8,never,,0,0,,74.72
U044,9,never,,0,0,,71.6
U044,10,never,,0,0,,74.23
U044,11,never,,0,0,,72.79
U044,12,never,,0,0,,72.93
U044,13,never,,0,0,,72.93
U044,14,never,,0,0,,75.38
U044,15,never,,0,0,,73.94
U044,16,never,,0,0,,76.88
U044,17,never,,0,0,,75.38
U044,18,never,,0,0,,74.61
U044,19,never,,0,0,,75.85
U044,20,never,,0,0,,75.68
U044,21,never,,0,0,,73.38
U044,22,never,,0,0,,79.92
U044,23,never,,0,0,,77.79
U044,24,never,,0,0,,77.8
U045,1,never,,0,0,,72.48
U045,2,never,,0,0,,72.5
U045,3,never,,0,0,,69.99
U045,4,never,,0,0,,71.45
U045,5,never,,0,0,,72.64
U045,6,never,,0,0,,73.56
U045,7,never,,0,0,,73.7
U045,8,never,,0,0,,74.75
U045,9,never,,0,0,,72.42
U045,10,never,,0,0,,73.11
U045,11,never,,0,0,,73.06
U045,12,never,,0,0,,77.23
U045,13,never,,0,0,,74.05
U045,14,never,,0,0,,75.09
U045,15,never,,0,0,,76.19
U045,16,never,,0,0,,75.93
U045,17,never,,0,0,,75.52
U045,18,never,,0,0,,75.49
U045,19,never,,0,0,,78.43
U045,20,never,,0,0,,77.27
U045,21,never,,0,0,,77.69
U045,22,never,,0,0,,79.05
U045,23,never,,0,0,,80.21
U045,24,never,,0,0,,81.58
U046,1,never,,0,0,,67.3
U046,2,never,,0,0,,68.1
U046,3,never,,0,0,,66.71
U046,4,never,,0,0,,68.98
U046,5,never,,0,0,,67.79
U046,6,never,,0,0,,71.12
U046,7,never,,0,0,,66.04
U046,8,never,,0,0,,68.8
U046,9,never,,0,0,,69.97
U046,10,never,,0,0,,72.33
U046,11,never,,0,0,,69.38
U046,12,never,,0,0,,69.99
U046,13,never,,0,0,,70.22
U046,14,never,,0,0,,71.68
U046,15,never,,0,0,,72.15
U046,16,never,,0,0,,69.6
U046,17,never,,0,0,,72.91
U046,18,never,,0,0,,71.21
U046,19,never,,0,0,,72.41
U046,20,never,,0,0,,71.56
U046,21,never,,0,0,,74.92
U046,22,never,,0,0,,74.4
U046,23,never,,0,0,,73.16
U046,24,never,,0,0,,74.43
U047,1,never,,0,0,,68.15
U047,2,never,,0,0,,70.98
U047,3,never,,0,0,,71.34
U047,4,never,,0,0,,71.7
U047,5,never,,0,0,,72.64
U047,6,never,,0,0,,73.79
U047,7,never,,0,0,,70.59
U047,8,never,,0,0,,71.5
U047,9,never,,0,0,,74.9
U047,10,never,,0,0,,75.44
U047,11,never,,0,0,,76.27
U047,12,never,,0,0,,75.48
U047,13,never,,0,0,,73.87
U047,14,never,,0,0,,78.06
U047,15,never,,0,0,,77.37
U047,16,never,,0,0,,75.59
U047,17,never,,0,0,,77.21
U047,18,never,,0,0,,76.94
U047,19,never,,0,0,,75.91
U047,20,never,,0,0,,74.7
U047,21,never,,0,0,,76.22
U047,22,never,,0,0,,78.36
U047,23,never,,0,0,,79.15
U047,24,never,,0,0,,79.11
U048,1,never,,0,0,,69.24
U048,2,never,,0,0,,71.32
U048,3,never,,0,0,,71.46
U048,4,never,,0,0,,68.39
U048,5,never,,0,0,,69.04
U048,6,never,,0,0,,69.15
U048,7,never,,0,0,,72.28
U048,8,never,,0,0,,72.01
U048,9,never,,0,0,,69.49
U048,10,never,,0,0,,69.87
U048,11,never,,0,0,,72.05
U048,12,never,,0,0,,69.79
U048,13,never,,0,0,,73.04
U048,14,never,,0,0,,73.04
U048,15,never,,0,0,,73.18
U048,16,never,,0,0,,74.41
U048,17,never,,0,0,,74.25
U048,18,never,,0,0,,75.3
U048,19,never,,0,0,,74.93
U048,20,never,,0,0,,73.96
U048,21,never,,0,0,,75.09
U048,22,never,,0,0,,76.75
U048,23,never,,0,0,,74.76
U048,24,never,,0,0,,78.7
