scenario,unit_id,time,relative_time,treated,post,did,outcome
nonparallel_pretrend,NON_0_15,-1,-1,0,0,0,48.3
nonparallel_pretrend,NON_0_15,0,0,0,1,0,48.67
nonparallel_pretrend,NON_0_15,1,1,0,1,0,50.44
nonparallel_pretrend,NON_0_15,2,2,0,1,0,51.19
nonparallel_pretrend,NON_0_15,3,3,0,1,0,51.0
nonparallel_pretrend,NON_0_15,4,4,0,1,0,54.48
nonparallel_pretrend,NON_0_16,-4,-4,0,0,0,42.8
nonparallel_pretrend,NON_0_16,-3,-3,0,0,0,46.21
nonparallel_pretrend,NON_0_16,-2,-2,0,0,0,46.47
nonparallel_pretrend,NON_0_16,-1,-1,0,0,0,46.48
nonparallel_pretrend,NON_0_16,0,0,0,1,0,48.69
nonparallel_pretrend,NON_0_16,1,1,0,1,0,48.08
nonparallel_pretrend,NON_0_16,2,2,0,1,0,50.1
nonparallel_pretrend,NON_0_16,3,3,0,1,0,50.05
nonparallel_pretrend,NON_0_16,4,4,0,1,0,51.97
nonparallel_pretrend,NON_0_17,-4,-4,0,0,0,46.54
nonparallel_pretrend,NON_0_17,-3,-3,0,0,0,45.72
nonparallel_pretrend,NON_0_17,-2,-2,0,0,0,49.58
nonparallel_pretrend,NON_0_17,-1,-1,0,0,0,49.59
nonparallel_pretrend,NON_0_17,0,0,0,1,0,50.08
nonparallel_pretrend,NON_0_17,1,1,0,1,0,52.39
nonparallel_pretrend,NON_0_17,2,2,0,1,0,52.94
nonparallel_pretrend,NON_0_17,3,3,0,1,0,55.23
nonparallel_pretrend,NON_0_17,4,4,0,1,0,55.45
nonparallel_pretrend,NON_0_18,-4,-4,0,0,0,43.83
nonparallel_pretrend,NON_0_18,-3,-3,0,0,0,44.51
nonparallel_pretrend,NON_0_18,-2,-2,0,0,0,45.06
nonparallel_pretrend,NON_0_18,-1,-1,0,0,0,46.31
nonparallel_pretrend,NON_0_18,0,0,0,1,0,48.39
nonparallel_pretrend,NON_0_18,1,1,0,1,0,48.91
nonparallel_pretrend,NON_0_18,2,2,0,1,0,48.17
nonparallel_pretrend,NON_0_18,3,3,0,1,0,49.58
nonparallel_pretrend,NON_0_18,4,4,0,1,0,51.5
nonparallel_pretrend,NON_1_01,-4,-4,1,0,0,47.99
nonparallel_pretrend,NON_1_01,-3,-3,1,0,0,47.92
nonparallel_pretrend,NON_1_01,-2,-2,1,0,0,49.93
nonparallel_pretrend,NON_1_01,-1,-1,1,0,0,51.75
nonparallel_pretrend,NON_1_01,0,0,1,1,1,56.61
nonparallel_pretrend,NON_1_01,1,1,1,1,1,57.91
nonparallel_pretrend,NON_1_01,2,2,1,1,1,59.92
nonparallel_pretrend,NON_1_01,3,3,1,1,1,60.99
nonparallel_pretrend,NON_1_01,4,4,1,1,1,62.28
nonparallel_pretrend,NON_1_02,-4,-4,1,0,0,44.7
nonparallel_pretrend,NON_1_02,-3,-3,1,0,0,45.16
nonparallel_pretrend,NON_1_02,-2,-2,1,0,0,47.98
nonparallel_pretrend,NON_1_02,-1,-1,1,0,0,50.88
nonparallel_pretrend,NON_1_02,0,0,1,1,1,53.19
nonparallel_pretrend,NON_1_02,1,1,1,1,1,55.65
nonparallel_pretrend,NON_1_02,2,2,1,1,1,58.46
nonparallel_pretrend,NON_1_02,3,3,1,1,1,58.75
nonparallel_pretrend,NON_1_02,4,4,1,1,1,61.99
nonparallel_pretrend,NON_1_03,-4,-4,1,0,0,45.3
nonparallel_pretrend,NON_1_03,-3,-3,1,0,0,46.66
nonparallel_pretrend,NON_1_03,-2,-2,1,0,0,49.28
nonparallel_pretrend,NON_1_03,-1,-1,1,0,0,52.87
nonparallel_pretrend,NON_1_03,0,0,1,1,1,55.92
nonparallel_pretrend,NON_1_03,1,1,1,1,1,57.83
nonparallel_pretrend,NON_1_03,2,2,1,1,1,60.12
nonparallel_pretrend,NON_1_03,3,3,1,1,1,62.33
nonparallel_pretrend,NON_1_03,4,4,1,1,1,63.41
nonparallel_pretrend,NON_1_04,-4,-4,1,0,0,45.91
nonparallel_pretrend,NON_1_04,-3,-3,1,0,0,46.98
nonparallel_pretrend,NON_1_04,-2,-2,1,0,0,48.7
nonparallel_pretrend,NON_1_04,-1,-1,1,0,0,50.38
nonparallel_pretrend,NON_1_04,0,0,1,1,1,53.78
nonparallel_pretrend,NON_1_04,1,1,1,1,1,56.16
nonparallel_pretrend,NON_1_04,2,2,1,1,1,59.39
nonparallel_pretrend,NON_1_04,3,3,1,1,1,60.92
nonparallel_pretrend,NON_1_04,4,4,1,1,1,61.58
nonparallel_pretrend,NON_1_05,-4,-4,1,0,0,46.42
nonparallel_pretrend,NON_1_05,-3,-3,1,0,0,46.97
nonparallel_pretrend,NON_1_05,-2,-2,1,0,0,49.65
nonparallel_pretrend,NON_1_05,-1,-1,1,0,0,50.9
nonparallel_pretrend,NON_1_05,0,0,1,1,1,56.27
nonparallel_pretrend,NON_1_05,1,1,1,1,1,58.6
nonparallel_pretrend,NON_1_05,2,2,1,1,1,59.45
nonparallel_pretrend,NON_1_05,3,3,1,1,1,61.76
nonparallel_pretrend,NON_1_05,4,4,1,1,1,63.81
nonparallel_pretrend,NON_1_06,-4,-4,1,0,0,45.44
nonparallel_pretrend,NON_1_06,-3,-3,1,0,0,48.27
nonparallel_pretrend,NON_1_06,-2,-2,1,0,0,51.38
nonparallel_pretrend,NON_1_06,-1,-1,1,0,0,52.48
nonparallel_pretrend,NON_1_06,0,0,1,1,1,58.44
nonparallel_pretrend,NON_1_06,1,1,1,1,1,57.82
nonparallel_pretrend,NON_1_06,2,2,1,1,1,59.29
nonparallel_pretrend,NON_1_06,3,3,1,1,1,62.12
nonparallel_pretrend,NON_1_06,4,4,1,1,1,62.86
nonparallel_pretrend,NON_1_07,-4,-4,1,0,0,43.57
nonparallel_pretrend,NON_1_07,-3,-3,1,0,0,44.37
nonparallel_pretrend,NON_1_07,-2,-2,1,0,0,49.23
nonparallel_pretrend,NON_1_07,-1,-1,1,0,0,50.65
nonparallel_pretrend,NON_1_07,0,0,1,1,1,54.62
nonparallel_pretrend,NON_1_07,1,1,1,1,1,55.71
nonparallel_pretrend,NON_1_07,2,2,1,1,1,58.48
nonparallel_pretrend,NON_1_07,3,3,1,1,1,60.24
nonparallel_pretrend,NON_1_07,4,4,1,1,1,62.39
nonparallel_pretrend,NON_1_08,-4,-4,1,0,0,46.0
nonparallel_pretrend,NON_1_08,-3,-3,1,0,0,49.3
nonparallel_pretrend,NON_1_08,-2,-2,1,0,0,49.67
nonparallel_pretrend,NON_1_08,-1,-1,1,0,0,51.31
nonparallel_pretrend,NON_1_08,0,0,1,1,1,55.4
nonparallel_pretrend,NON_1_08,1,1,1,1,1,57.54
nonparallel_pretrend,NON_1_08,2,2,1,1,1,58.74
nonparallel_pretrend,NON_1_08,3,3,1,1,1,59.72
nonparallel_pretrend,NON_1_08,4,4,1,1,1,62.68
nonparallel_pretrend,NON_1_09,-4,-4,1,0,0,48.14
nonparallel_pretrend,NON_1_09,-3,-3,1,0,0,49.06
nonparallel_pretrend,NON_1_09,-2,-2,1,0,0,51.69
nonparallel_pretrend,NON_1_09,-1,-1,1,0,0,52.02
nonparallel_pretrend,NON_1_09,0,0,1,1,1,58.15
nonparallel_pretrend,NON_1_09,1,1,1,1,1,57.69
nonparallel_pretrend,NON_1_09,2,2,1,1,1,60.46
nonparallel_pretrend,NON_1_09,3,3,1,1,1,61.06
nonparallel_pretrend,NON_1_09,4,4,1,1,1,64.26
nonparallel_pretrend,NON_1_10,-4,-4,1,0,0,46.28
nonparallel_pretrend,NON_1_10,-3,-3,1,0,0,48.92
nonparallel_pretrend,NON_1_10,-2,-2,1,0,0,50.44
nonparallel_pretrend,NON_1_10,-1,-1,1,0,0,51.54
nonparallel_pretrend,NON_1_10,0,0,1,1,1,56.16
nonparallel_pretrend,NON_1_10,1,1,1,1,1,59.73
nonparallel_pretrend,NON_1_10,2,2,1,1,1,60.26
nonparallel_pretrend,NON_1_10,3,3,1,1,1,63.23
nonparallel_pretrend,NON_1_10,4,4,1,1,1,63.65
nonparallel_pretrend,NON_1_11,-4,-4,1,0,0,47.28
nonparallel_pretrend,NON_1_11,-3,-3,1,0,0,49.9
nonparallel_pretrend,NON_1_11,-2,-2,1,0,0,49.67
nonparallel_pretrend,NON_1_11,-1,-1,1,0,0,51.85
nonparallel_pretrend,NON_1_11,0,0,1,1,1,57.13
nonparallel_pretrend,NON_1_11,1,1,1,1,1,56.82
nonparallel_pretrend,NON_1_11,2,2,1,1,1,58.66
nonparallel_pretrend,NON_1_11,3,3,1,1,1,61.62
nonparallel_pretrend,NON_1_11,4,4,1,1,1,64.74
nonparallel_pretrend,NON_1_12,-4,-4,1,0,0,46.64
nonparallel_pretrend,NON_1_12,-3,-3,1,0,0,46.72
nonparallel_pretrend,NON_1_12,-2,-2,1,0,0,49.79
nonparallel_pretrend,NON_1_12,-1,-1,1,0,0,50.22
nonparallel_pretrend,NON_1_12,0,0,1,1,1,55.85
nonparallel_pretrend,NON_1_12,1,1,1,1,1,58.05
nonparallel_pretrend,NON_1_12,2,2,1,1,1,61.37
nonparallel_pretrend,NON_1_12,3,3,1,1,1,62.06
nonparallel_pretrend,NON_1_12,4,4,1,1,1,62.21
nonparallel_pretrend,NON_1_13,-4,-4,1,0,0,45.51
nonparallel_pretrend,NON_1_13,-3,-3,1,0,0,48.99
nonparallel_pretrend,NON_1_13,-2,-2,1,0,0,50.23
nonparallel_pretrend,NON_1_13,-1,-1,1,0,0,53.04
nonparallel_pretrend,NON_1_13,0,0,1,1,1,56.35
nonparallel_pretrend,NON_1_13,1,1,1,1,1,58.23
nonparallel_pretrend,NON_1_13,2,2,1,1,1,61.2
nonparallel_pretrend,NON_1_13,3,3,1,1,1,61.49
nonparallel_pretrend,NON_1_13,4,4,1,1,1,63.45
nonparallel_pretrend,NON_1_14,-4,-4,1,0,0,44.6
nonparallel_pretrend,NON_1_14,-3,-3,1,0,0,47.68
nonparallel_pretrend,NON_1_14,-2,-2,1,0,0,47.87
nonparallel_pretrend,NON_1_14,-1,-1,1,0,0,51.28
nonparallel_pretrend,NON_1_14,0,0,1,1,1,55.66
nonparallel_pretrend,NON_1_14,1,1,1,1,1,58.14
nonparallel_pretrend,NON_1_14,2,2,1,1,1,59.11
nonparallel_pretrend,NON_1_14,3,3,1,1,1,60.88
nonparallel_pretrend,NON_1_14,4,4,1,1,1,62.64
nonparallel_pretrend,NON_1_15,-4,-4,1,0,0,45.38
nonparallel_pretrend,NON_1_15,-3,-3,1,0,0,44.78
nonparallel_pretrend,NON_1_15,-2,-2,1,0,0,47.56
nonparallel_pretrend,NON_1_15,-1,-1,1,0,0,49.26
nonparallel_pretrend,NON_1_15,0,0,1,1,1,54.83
nonparallel_pretrend,NON_1_15,1,1,1,1,1,57.61
nonparallel_pretrend,NON_1_15,2,2,1,1,1,58.79
nonparallel_pretrend,NON_1_15,3,3,1,1,1,59.45
nonparallel_pretrend,NON_1_15,4,4,1,1,1,60.53
nonparallel_pretrend,NON_1_16,-4,-4,1,0,0,46.15
nonparallel_pretrend,NON_1_16,-3,-3,1,0,0,48.56
nonparallel_pretrend,NON_1_16,-2,-2,1,0,0,49.39
nonparallel_pretrend,NON_1_16,-1,-1,1,0,0,50.04
nonparallel_pretrend,NON_1_16,0,0,1,1,1,58.04
nonparallel_pretrend,NON_1_16,1,1,1,1,1,56.08
nonparallel_pretrend,NON_1_16,2,2,1,1,1,59.05
nonparallel_pretrend,NON_1_16,3,3,1,1,1,61.32
nonparallel_pretrend,NON_1_16,4,4,1,1,1,64.38
nonparallel_pretrend,NON_1_17,-4,-4,1,0,0,42.43
nonparallel_pretrend,NON_1_17,-3,-3,1,0,0,45.82
nonparallel_pretrend,NON_1_17,-2,-2,1,0,0,46.82
nonparallel_pretrend,NON_1_17,-1,-1,1,0,0,48.84
nonparallel_pretrend,NON_1_17,0,0,1,1,1,53.91
nonparallel_pretrend,NON_1_17,1,1,1,1,1,55.84
nonparallel_pretrend,NON_1_17,2,2,1,1,1,57.63
nonparallel_pretrend,NON_1_17,3,3,1,1,1,60.11
nonparallel_pretrend,NON_1_17,4,4,1,1,1,59.85
nonparallel_pretrend,NON_1_18,-4,-4,1,0,0,45.12
nonparallel_pretrend,NON_1_18,-3,-3,1,0,0,43.33
nonparallel_pretrend,NON_1_18,-2,-2,1,0,0,47.94
nonparallel_pretrend,NON_1_18,-1,-1,1,0,0,47.77
nonparallel_pretrend,NON_1_18,0,0,1,1,1,54.97
nonparallel_pretrend,NON_1_18,1,1,1,1,1,55.69
nonparallel_pretrend,NON_1_18,2,2,1,1,1,59.44
nonparallel_pretrend,NON_1_18,3,3,1,1,1,59.03
nonparallel_pretrend,NON_1_18,4,4,1,1,1,58.72
anticipation,ANT_0_01,-4,-4,0,0,0,43.18
anticipation,ANT_0_01,-3,-3,0,0,0,45.83
anticipation,ANT_0_01,-2,-2,0,0,0,45.29
anticipation,ANT_0_01,-1,-1,0,0,0,48.4
anticipation,ANT_0_01,0,0,0,1,0,49.66
anticipation,ANT_0_01,1,1,0,1,0,51.58
anticipation,ANT_0_01,2,2,0,1,0,51.46
anticipation,ANT_0_01,3,3,0,1,0,53.94
anticipation,ANT_0_01,4,4,0,1,0,56.26
anticipation,ANT_0_02,-4,-4,0,0,0,41.99
anticipation,ANT_0_02,-3,-3,0,0,0,46.16
anticipation,ANT_0_02,-2,-2,0,0,0,46.49
anticipation,ANT_0_02,-1,-1,0,0,0,48.72
anticipation,ANT_0_02,0,0,0,1,0,49.52
anticipation,ANT_0_02,1,1,0,1,0,48.84
anticipation,ANT_0_02,2,2,0,1,0,51.83
anticipation,ANT_0_02,3,3,0,1,0,52.09
anticipation,ANT_0_02,4,4,0,1,0,54.62
anticipation,ANT_0_03,-4,-4,0,0,0,47.71
anticipation,ANT_0_03,-3,-3,0,0,0,47.3
anticipation,ANT_0_03,-2,-2,0,0,0,49.03
anticipation,ANT_0_03,-1,-1,0,0,0,49.55
anticipation,ANT_0_03,0,0,0,1,0,52.35
anticipation,ANT_0_03,1,1,0,1,0,52.42
anticipation,ANT_0_03,2,2,0,1,0,53.56
anticipation,ANT_0_03,3,3,0,1,0,56.31
anticipation,ANT_0_03,4,4,0,1,0,57.07
anticipation,ANT_0_04,-4,-4,0,0,0,47.45
anticipation,ANT_0_04,-3,-3,0,0,0,49.0
anticipation,ANT_0_04,-2,-2,0,0,0,51.64
anticipation,ANT_0_04,-1,-1,0,0,0,51.08
anticipation,ANT_0_04,0,0,0,1,0,55.71
anticipation,ANT_0_04,1,1,0,1,0,54.21
anticipation,ANT_0_04,2,2,0,1,0,55.63
anticipation,ANT_0_04,3,3,0,1,0,58.29
anticipation,ANT_0_04,4,4,0,1,0,58.7
anticipation,ANT_0_05,-4,-4,0,0,0,43.85
anticipation,ANT_0_05,-3,-3,0,0,0,46.86
anticipation,ANT_0_05,-2,-2,0,0,0,47.95
anticipation,ANT_0_05,-1,-1,0,0,0,47.8
anticipation,ANT_0_05,0,0,0,1,0,51.65
anticipation,ANT_0_05,1,1,0,1,0,52.71
anticipation,ANT_0_05,2,2,0,1,0,54.52
anticipation,ANT_0_05,3,3,0,1,0,56.4
anticipation,ANT_0_05,4,4,0,1,0,57.28
anticipation,ANT_0_06,-4,-4,0,0,0,43.93
anticipation,ANT_0_06,-3,-3,0,0,0,44.18
anticipation,ANT_0_06,-2,-2,0,0,0,47.03
anticipation,ANT_0_06,-1,-1,0,0,0,48.0
anticipation,ANT_0_06,0,0,0,1,0,48.92
anticipation,ANT_0_06,1,1,0,1,0,51.39
anticipation,ANT_0_06,2,2,0,1,0,51.34
anticipation,ANT_0_06,3,3,0,1,0,53.47
anticipation,ANT_0_06,4,4,0,1,0,55.81
anticipation,ANT_0_07,-4,-4,0,0,0,47.78
anticipation,ANT_0_07,-3,-3,0,0,0,49.31
anticipation,ANT_0_07,-2,-2,0,0,0,49.06
anticipation,ANT_0_07,-1,-1,0,0,0,49.65
anticipation,ANT_0_07,0,0,0,1,0,54.76
anticipation,ANT_0_07,1,1,0,1,0,54.75
anticipation,ANT_0_07,2,2,0,1,0,54.27
anticipation,ANT_0_07,3,3,0,1,0,54.82
anticipation,ANT_0_07,4,4,0,1,0,57.49
anticipation,ANT_0_08,-4,-4,0,0,0,45.78
anticipation,ANT_0_08,-3,-3,0,0,0,46.89
anticipation,ANT_0_08,-2,-2,0,0,0,48.28
anticipation,ANT_0_08,-1,-1,0,0,0,49.14
anticipation,ANT_0_08,0,0,0,1,0,50.64
anticipation,ANT_0_08,1,1,0,1,0,51.5
anticipation,ANT_0_08,2,2,0,1,0,54.25
anticipation,ANT_0_08,3,3,0,1,0,54.53
anticipation,ANT_0_08,4,4,0,1,0,55.27
anticipation,ANT_0_09,-4,-4,0,0,0,49.21
anticipation,ANT_0_09,-3,-3,0,0,0,49.34
anticipation,ANT_0_09,-2,-2,0,0,0,50.53
anticipation,ANT_0_09,-1,-1,0,0,0,51.27
anticipation,ANT_0_09,0,0,0,1,0,53.04
anticipation,ANT_0_09,1,1,0,1,0,55.49
anticipation,ANT_0_09,2,2,0,1,0,55.08
anticipation,ANT_0_09,3,3,0,1,0,57.93
anticipation,ANT_0_09,4,4,0,1,0,59.18
anticipation,ANT_0_10,-4,-4,0,0,0,45.58
anticipation,ANT_0_10,-3,-3,0,0,0,44.72
anticipation,ANT_0_10,-2,-2,0,0,0,47.7
anticipation,ANT_0_10,-1,-1,0,0,0,48.0
anticipation,ANT_0_10,0,0,0,1,0,51.32
anticipation,ANT_0_10,1,1,0,1,0,52.65
anticipation,ANT_0_10,2,2,0,1,0,53.93
anticipation,ANT_0_10,3,3,0,1,0,53.84
anticipation,ANT_0_10,4,4,0,1,0,56.05
anticipation,ANT_0_11,-4,-4,0,0,0,43.15
anticipation,ANT_0_11,-3,-3,0,0,0,44.92
anticipation,ANT_0_11,-2,-2,0,0,0,49.24
anticipation,ANT_0_11,-1,-1,0,0,0,47.31
anticipation,ANT_0_11,0,0,0,1,0,49.62
anticipation,ANT_0_11,1,1,0,1,0,50.61
anticipation,ANT_0_11,2,2,0,1,0,51.52
anticipation,ANT_0_11,3,3,0,1,0,54.25
anticipation,ANT_0_11,4,4,0,1,0,55.81
anticipation,ANT_0_12,-4,-4,0,0,0,43.2
anticipation,ANT_0_12,-3,-3,0,0,0,44.38
anticipation,ANT_0_12,-2,-2,0,0,0,46.14
anticipation,ANT_0_12,-1,-1,0,0,0,46.38
anticipation,ANT_0_12,0,0,0,1,0,48.17
anticipation,ANT_0_12,1,1,0,1,0,51.42
anticipation,ANT_0_12,2,2,0,1,0,48.58
anticipation,ANT_0_12,3,3,0,1,0,52.03
anticipation,ANT_0_12,4,4,0,1,0,53.88
anticipation,ANT_0_13,-4,-4,0,0,0,44.42
anticipation,ANT_0_13,-3,-3,0,0,0,46.5
anticipation,ANT_0_13,-2,-2,0,0,0,49.13
anticipation,ANT_0_13,-1,-1,0,0,0,46.96
anticipation,ANT_0_13,0,0,0,1,0,49.24
anticipation,ANT_0_13,1,1,0,1,0,53.27
anticipation,ANT_0_13,2,2,0,1,0,52.17
anticipation,ANT_0_13,3,3,0,1,0,53.53
anticipation,ANT_0_13,4,4,0,1,0,57.88
anticipation,ANT_0_14,-4,-4,0,0,0,44.71
anticipation,ANT_0_14,-3,-3,0,0,0,46.98
anticipation,ANT_0_14,-2,-2,0,0,0,48.16
anticipation,ANT_0_14,-1,-1,0,0,0,50.1
anticipation,ANT_0_14,0,0,0,1,0,50.93
anticipation,ANT_0_14,1,1,0,1,0,52.32
anticipation,ANT_0_14,2,2,0,1,0,52.51
anticipation,ANT_0_14,3,3,0,1,0,54.74
anticipation,ANT_0_14,4,4,0,1,0,56.6
anticipation,ANT_0_15,-4,-4,0,0,0,42.98
anticipation,ANT_0_15,-3,-3,0,0,0,45.68
anticipation,ANT_0_15,-2,-2,0,0,0,43.17
anticipation,ANT_0_15,-1,-1,0,0,0,47.23
anticipation,ANT_0_15,0,0,0,1,0,49.47
anticipation,ANT_0_15,1,1,0,1,0,50.67
anticipation,ANT_0_15,2,2,0,1,0,50.32
anticipation,ANT_0_15,3,3,0,1,0,53.24
anticipation,ANT_0_15,4,4,0,1,0,52.52
anticipation,ANT_0_16,-4,-4,0,0,0,46.14
anticipation,ANT_0_16,-3,-3,0,0,0,47.1
anticipation,ANT_0_16,-2,-2,0,0,0,47.27
anticipation,ANT_0_16,-1,-1,0,0,0,49.51
anticipation,ANT_0_16,0,0,0,1,0,50.4
anticipation,ANT_0_16,1,1,0,1,0,52.79
anticipation,ANT_0_16,2,2,0,1,0,53.6
anticipation,ANT_0_16,3,3,0,1,0,55.69
anticipation,ANT_0_16,4,4,0,1,0,56.36
anticipation,ANT_0_17,-4,-4,0,0,0,47.98
anticipation,ANT_0_17,-3,-3,0,0,0,49.29
anticipation,ANT_0_17,-2,-2,0,0,0,51.6
anticipation,ANT_0_17,-1,-1,0,0,0,50.69
anticipation,ANT_0_17,0,0,0,1,0,51.77
anticipation,ANT_0_17,1,1,0,1,0,53.11
anticipation,ANT_0_17,2,2,0,1,0,55.93
anticipation,ANT_0_17,3,3,0,1,0,56.26
anticipation,ANT_0_17,4,4,0,1,0,59.07
anticipation,ANT_0_18,-4,-4,0,0,0,48.88
anticipation,ANT_0_18,-3,-3,0,0,0,48.14
anticipation,ANT_0_18,-2,-2,0,0,0,51.17
anticipation,ANT_0_18,-1,-1,0,0,0,51.03
anticipation,ANT_0_18,0,0,0,1,0,52.72
anticipation,ANT_0_18,1,1,0,1,0,52.68
anticipation,ANT_0_18,2,2,0,1,0,55.14
anticipation,ANT_0_18,3,3,0,1,0,58.14
anticipation,ANT_0_18,4,4,0,1,0,58.58
anticipation,ANT_1_01,-4,-4,1,0,0,50.98
anticipation,ANT_1_01,-3,-3,1,0,0,53.27
anticipation,ANT_1_01,-2,-2,1,0,0,52.77
anticipation,ANT_1_01,-1,-1,1,0,0,56.9
anticipation,ANT_1_01,0,0,1,1,1,57.64
anticipation,ANT_1_01,1,1,1,1,1,62.19
anticipation,ANT_1_01,2,2,1,1,1,61.82
anticipation,ANT_1_01,3,3,1,1,1,63.07
anticipation,ANT_1_01,4,4,1,1,1,66.18
anticipation,ANT_1_02,-4,-4,1,0,0,47.64
anticipation,ANT_1_02,-3,-3,1,0,0,47.74
anticipation,ANT_1_02,-2,-2,1,0,0,49.94
anticipation,ANT_1_02,-1,-1,1,0,0,55.24
anticipation,ANT_1_02,0,0,1,1,1,55.16
anticipation,ANT_1_02,1,1,1,1,1,55.83
anticipation,ANT_1_02,2,2,1,1,1,59.07
anticipation,ANT_1_02,3,3,1,1,1,59.27
anticipation,ANT_1_02,4,4,1,1,1,63.15
anticipation,ANT_1_03,-4,-4,1,0,0,47.26
anticipation,ANT_1_03,-3,-3,1,0,0,46.25
anticipation,ANT_1_03,-2,-2,1,0,0,48.32
anticipation,ANT_1_03,-1,-1,1,0,0,53.52
anticipation,ANT_1_03,0,0,1,1,1,52.68
anticipation,ANT_1_03,1,1,1,1,1,54.79
anticipation,ANT_1_03,2,2,1,1,1,56.79
anticipation,ANT_1_03,3,3,1,1,1,59.99
anticipation,ANT_1_03,4,4,1,1,1,61.04
anticipation,ANT_1_04,-4,-4,1,0,0,48.97
anticipation,ANT_1_04,-3,-3,1,0,0,53.54
anticipation,ANT_1_04,-2,-2,1,0,0,51.95
anticipation,ANT_1_04,-1,-1,1,0,0,56.02
anticipation,ANT_1_04,0,0,1,1,1,56.58
anticipation,ANT_1_04,1,1,1,1,1,60.08
anticipation,ANT_1_04,2,2,1,1,1,61.86
anticipation,ANT_1_04,3,3,1,1,1,62.56
anticipation,ANT_1_04,4,4,1,1,1,64.37
anticipation,ANT_1_05,-4,-4,1,0,0,48.34
anticipation,ANT_1_05,-3,-3,1,0,0,50.35
anticipation,ANT_1_05,-2,-2,1,0,0,48.06
anticipation,ANT_1_05,-1,-1,1,0,0,52.01
anticipation,ANT_1_05,0,0,1,1,1,55.21
anticipation,ANT_1_05,1,1,1,1,1,55.69
anticipation,ANT_1_05,2,2,1,1,1,59.35
anticipation,ANT_1_05,3,3,1,1,1,60.1
anticipation,ANT_1_05,4,4,1,1,1,61.95
anticipation,ANT_1_06,-4,-4,1,0,0,47.26
anticipation,ANT_1_06,-3,-3,1,0,0,48.82
anticipation,ANT_1_06,-2,-2,1,0,0,49.36
anticipation,ANT_1_06,-1,-1,1,0,0,55.26
anticipation,ANT_1_06,0,0,1,1,1,55.42
anticipation,ANT_1_06,1,1,1,1,1,58.9
anticipation,ANT_1_06,2,2,1,1,1,59.04
anticipation,ANT_1_06,3,3,1,1,1,60.94
anticipation,ANT_1_06,4,4,1,1,1,63.2
anticipation,ANT_1_07,-4,-4,1,0,0,44.88
anticipation,ANT_1_07,-3,-3,1,0,0,47.23
anticipation,ANT_1_07,-2,-2,1,0,0,46.66
anticipation,ANT_1_07,-1,-1,1,0,0,51.94
anticipation,ANT_1_07,0,0,1,1,1,51.96
anticipation,ANT_1_07,1,1,1,1,1,56.09
anticipation,ANT_1_07,2,2,1,1,1,56.87
anticipation,ANT_1_07,3,3,1,1,1,61.28
anticipation,ANT_1_07,4,4,1,1,1,62.55
anticipation,ANT_1_08,-4,-4,1,0,0,48.19
anticipation,ANT_1_08,-3,-3,1,0,0,50.45
anticipation,ANT_1_08,-2,-2,1,0,0,51.31
anticipation,ANT_1_08,-1,-1,1,0,0,54.8
anticipation,ANT_1_08,0,0,1,1,1,54.04
anticipation,ANT_1_08,1,1,1,1,1,56.83
anticipation,ANT_1_08,2,2,1,1,1,58.39
anticipation,ANT_1_08,3,3,1,1,1,61.06
anticipation,ANT_1_08,4,4,1,1,1,63.07
anticipation,ANT_1_09,-4,-4,1,0,0,48.71
anticipation,ANT_1_09,-3,-3,1,0,0,49.31
anticipation,ANT_1_09,-2,-2,1,0,0,51.01
anticipation,ANT_1_09,-1,-1,1,0,0,54.56
anticipation,ANT_1_09,0,0,1,1,1,55.83
anticipation,ANT_1_09,1,1,1,1,1,59.36
anticipation,ANT_1_09,2,2,1,1,1,59.19
anticipation,ANT_1_09,3,3,1,1,1,60.93
anticipation,ANT_1_09,4,4,1,1,1,63.33
anticipation,ANT_1_10,-4,-4,1,0,0,45.72
anticipation,ANT_1_10,-3,-3,1,0,0,48.1
anticipation,ANT_1_10,-2,-2,1,0,0,49.01
anticipation,ANT_1_10,-1,-1,1,0,0,53.59
anticipation,ANT_1_10,0,0,1,1,1,54.14
anticipation,ANT_1_10,1,1,1,1,1,55.74
anticipation,ANT_1_10,2,2,1,1,1,58.48
anticipation,ANT_1_10,3,3,1,1,1,58.39
anticipation,ANT_1_10,4,4,1,1,1,60.77
anticipation,ANT_1_11,-4,-4,1,0,0,48.08
anticipation,ANT_1_11,-3,-3,1,0,0,49.81
anticipation,ANT_1_11,-2,-2,1,0,0,49.79
anticipation,ANT_1_11,-1,-1,1,0,0,54.07
anticipation,ANT_1_11,0,0,1,1,1,53.99
anticipation,ANT_1_11,1,1,1,1,1,57.0
anticipation,ANT_1_11,2,2,1,1,1,57.94
anticipation,ANT_1_11,3,3,1,1,1,61.19
anticipation,ANT_1_11,4,4,1,1,1,62.85
anticipation,ANT_1_12,-4,-4,1,0,0,47.71
anticipation,ANT_1_12,-3,-3,1,0,0,49.46
anticipation,ANT_1_12,-2,-2,1,0,0,50.4
anticipation,ANT_1_12,-1,-1,1,0,0,54.86
anticipation,ANT_1_12,0,0,1,1,1,55.39
anticipation,ANT_1_12,1,1,1,1,1,58.57
anticipation,ANT_1_12,2,2,1,1,1,59.44
anticipation,ANT_1_12,3,3,1,1,1,59.64
anticipation,ANT_1_12,4,4,1,1,1,64.32
anticipation,ANT_1_13,-4,-4,1,0,0,46.05
